block_name,basin_name,basin_id,date_collection,CALCIUM(mg/L),PH.1,TEMPERATURE,TOTAL DISSOLVED SOLIDS(mg/L),TOTAL HARDNESS(mg/L),DISSOLVED OXYGEN(mg/L),BIOCHEMICAL OXYGEN DEMAND(mg/L),MAGNESIUM(mg/L)
YADGIR,Krishna Basin,3,01-12-1975 00:00,23.78876008,8,22.5,209.2412423,122.8277329,6.299413376,1.545410638,14.80043797
SHIMOGA,Krishna Basin,3,01-12-1976 00:00,23.20397058,8.551643778,26.5,316.561162,119.4702498,7.155519758,1.507086717,14.38359307
HAVERI,Krishna Basin,3,01-12-1976 00:00,23.27368169,6.8,26,303.1074023,119.86296,6.128415791,1.511219077,14.43169797
fd,Krishna Basin,3,01-12-1976 00:00,11.12819963,7.6,26.5,76,61.11951933,5.696631249,0.516746436,8.460273661
YADGIR,Krishna Basin,3,01-12-1976 00:00,35.88327527,7.2,26,550,183.1330798,7.181948913,2.564013929,21.26859579
SHIMOGA,Krishna Basin,3,01-12-1977 00:00,23.19976233,7.2,26.5,316.5228134,119.4397793,6.416643356,1.506370559,14.37932063
HAVERI,Krishna Basin,3,01-12-1977 00:00,5.93766347,7.5,30,76,37.4009403,5.683245608,0.110851455,6.303456391
fd,Krishna Basin,3,01-12-1977 00:00,23.4946737,6.9,24.5,262.8747273,121.1333172,5.975025022,1.52584651,14.58951204
YADGIR,Krishna Basin,3,01-12-1977 00:00,17.53026156,7.2,27,217,93.0188721,5.992382622,1.050504441,11.87049902
SHIMOGA,Krishna Basin,3,01-12-1978 00:00,23.22905901,7.5,26.3,311.1614465,119.60934,6.553040242,1.508338939,14.40051291
HAVERI,Krishna Basin,3,01-12-1978 00:00,12.56508346,7.6,27,119,68.49241303,5.857667091,0.639224879,9.286156291
DEVADURGA,Krishna Basin,3,01-12-1978 00:00,42.00815039,7.7,24.5,627,212.5675622,7.715585576,3.061133572,24.2237168
fd,Krishna Basin,3,01-12-1978 00:00,22.44005572,7,25.5,270,116.4483355,6.056460667,1.44688557,14.1924966
YADGIR,Krishna Basin,3,01-12-1978 00:00,26.17439073,7.6,26.5,373,135.4474872,6.768126425,1.763201121,16.29275343
DEVADURGA,Krishna Basin,3,01-12-1979 00:00,29.63778987,7.2,26.34084686,442,152.9235407,6.824569857,2.048104139,18.18066879
SHIMOGA,Krishna Basin,3,01-12-1980 00:00,4,7.4,24.84997992,48,30.8333,6.739448878,-0.043059148,5
HAVERI,Krishna Basin,3,01-12-1980 00:00,22,7.8,24.92511988,173,84.1667,6.520957051,1.055685205,7
DEVADURGA,Krishna Basin,3,01-12-1980 00:00,25.968,8.3,23.87290726,359,173.339,6.184370712,2.010591724,26.0204
fd,Krishna Basin,3,01-12-1980 00:00,18,7.7,23.38652142,132,99.1667,5.819829809,1.085626185,13
YADGIR,Krishna Basin,3,01-12-1980 00:00,41.948,8.3,26.75900772,555,192.077,7.176718679,2.665903369,20.9296
SIRUGUPPA,Krishna Basin,3,01-12-1980 00:00,13.984,8.2,27.59236274,480,131.188,8.271257362,1.131872496,23.0947
SHIMOGA,Krishna Basin,3,01-12-1981 00:00,6,7.9,24.17998475,31,40,6.631720135,0.123716593,6
HAVERI,Krishna Basin,3,01-12-1981 00:00,23,8,23.94282191,156,99.1667,6.123319574,1.246733348,10
DEVADURGA,Krishna Basin,3,01-12-1981 00:00,44.948,8.2,25.51015517,516,206.158,6.430339759,2.92462257,22.5091
fd,Krishna Basin,3,01-12-1981 00:00,27,7.9,24.23417482,147,92.5,6.10363917,1.319968667,6
YADGIR,Krishna Basin,3,01-12-1981 00:00,7.992,8.4,24.58238269,371,151.625,7.065722936,1.175161412,31.5949
SIRUGUPPA,Krishna Basin,3,01-12-1981 00:00,15.98,8.2,28.98111666,602,146.313,8.902088337,1.303204059,25.5272
SHIMOGA,Krishna Basin,3,01-12-1982 00:00,6,7.9,24.97026056,42,27.5,7.018058052,-0.005798252,3
HAVERI,Krishna Basin,3,01-12-1982 00:00,20,8.2,25.78184006,213,79.1667,7.213417035,0.92162798,7
DEVADURGA,Krishna Basin,3,01-12-1982 00:00,15.98,8.5,26.33864902,373,121.001,7.764717867,1.140245589,19.4522
fd,Krishna Basin,3,01-12-1982 00:00,19,7.9,25.25113824,212,89.1667,6.816843616,0.98802099,10
YADGIR,Krishna Basin,3,01-12-1982 00:00,10.988,8.4,25.80874133,438,151.532,7.587815853,1.250010192,29.7748
BADAMI,Krishna Basin,3,01-12-1982 00:00,9,8.2,28.07753757,492,122.231,8.641706398,0.867406315,23.9355
SIRUGUPPA,Krishna Basin,3,01-12-1982 00:00,8.988,8.2,28.53979186,531,126.282,8.869648692,0.892191802,24.9148
SHIMOGA,Krishna Basin,3,01-12-1983 00:00,15,7.88,24.93217991,458.3758512,179.167,6.772893569,1.655751039,34
HAVERI,Krishna Basin,3,01-12-1983 00:00,26,7.74,20.62313884,250,202.5,4.285209489,2.34665595,33
fd,Krishna Basin,3,01-12-1983 00:00,22,7.7,20.13834262,164,180,4.129065782,2.018866154,30
YADGIR,Krishna Basin,3,01-12-1983 00:00,16.98,8.03,27.36656886,548,161.469,7.991504945,1.510382225,28.5647
BADAMI,Krishna Basin,3,01-12-1983 00:00,16.96,7.97,25.92058265,503,175.645,7.251062915,1.669455871,31.9788
SIRUGUPPA,Krishna Basin,3,01-12-1983 00:00,21.972,7.9,31.90668496,706,125.876,10.01145065,1.261881445,17.027
SHIMOGA,Krishna Basin,3,01-12-1984 00:00,13,8.07,22.89105321,40,74.1667,5.90918282,0.701095387,10
HAVERI,Krishna Basin,3,01-12-1984 00:00,21,8.4,20.63638761,212,185.833,4.784292762,2.024245005,32
DEVADURGA,Krishna Basin,3,01-12-1984 00:00,37.956,8.12,24.47286819,314,152.714,6.056593583,2.230732371,13.8777
fd,Krishna Basin,3,01-12-1984 00:00,25,7.84,23.26375166,222,137.5,5.654242361,1.672727647,18
YADGIR,Krishna Basin,3,01-12-1984 00:00,20.976,8.14,26.35868442,504,169.445,7.450822162,1.744010003,28.0811
BADAMI,Krishna Basin,3,01-12-1984 00:00,30.96,8.22,21.7653527,248,181.283,4.972958183,2.30425419,24.9318
SIRUGUPPA,Krishna Basin,3,01-12-1984 00:00,26.968,7.62,27.42361237,434,126.732,7.522742358,1.548273959,14.2349
SHIMOGA,Krishna Basin,3,01-12-1986 00:00,16,8.01,24.34930351,47,48.3333,6.508515575,0.541972579,2
HONNALI,Krishna Basin,3,01-12-1986 00:00,18,7.19,24.32772045,140,82.5,6.000654243,0.915526757,9
HAVERI,Krishna Basin,3,01-12-1986 00:00,41,8.42,25.96997751,325,127.5,6.870891316,2.077753295,6
fd,Krishna Basin,3,01-12-1986 00:00,31,7.6,24.41177448,179,102.5,5.921071308,1.543888177,6
HARIHAR,Krishna Basin,3,01-12-1986 00:00,32,7.13,24.2646448,295,146.667,5.571264209,1.974432255,16
YADGIR,Krishna Basin,3,01-12-1986 00:00,24.972,8.47,27.43276304,447,129.832,8.046190917,1.506166623,16.1765
BADAMI,Krishna Basin,3,01-12-1986 00:00,28.96,8.27,23.66723305,434,205.645,5.991498383,2.406489729,31.9788
SIRUGUPPA,Krishna Basin,3,01-12-1986 00:00,24.972,8.37,29.16675938,686,177.42,8.850009099,1.888313845,27.5975
SHIMOGA,Krishna Basin,3,01-12-1987 00:00,18,7.55,25.5,126.5118357,57.6562,6.631930475,0.678254176,3.0375
HAVERI,Krishna Basin,3,01-12-1987 00:00,22,7.37,23,75.39556504,67.6562,6.085184343,0.89456793,3.0375
fd,Krishna Basin,3,01-12-1987 00:00,22,7.06,21.5,31.89156844,67.6562,5.710634056,0.887531828,3.0375
YADGIR,Krishna Basin,3,01-12-1987 00:00,20.016,7.81,25.00074787,332.9482175,137.074,6.628708747,1.454423244,20.8883
BADAMI,Krishna Basin,3,01-12-1987 00:00,21.96,7.57,24.95097049,450.8657454,180.551,6.425007019,1.90965463,30.1563
SIRUGUPPA,Krishna Basin,3,01-12-1987 00:00,24.02,7.6,24.87180304,633.4469911,247.312,6.35386236,2.576605835,44.9428
SHIMOGA,Krishna Basin,3,01-12-1988 00:00,10,8.28,24.5,30.42719853,29.05,7.110837623,0.140834215,0.972
HONNALI,Krishna Basin,3,01-12-1988 00:00,15,7.75,18.5,-116.8486551,41.55,5.867729387,0.397764588,0.972
HAVERI,Krishna Basin,3,01-12-1988 00:00,24,8.14,22.5,105.9190769,84.8063,6.380956514,1.114711129,5.9535
DEVADURGA,Krishna Basin,3,01-12-1988 00:00,34.028,7.35,25.01813254,362.4277503,155.874,6.009721058,2.10851111,16.993
HARIHAR,Krishna Basin,3,01-12-1988 00:00,17,7.79,23,130.1843158,84.0125,6.439188057,0.867047212,9.963
YADGIR,Krishna Basin,3,01-12-1988 00:00,27.02,7.96,24.96612133,442.1657652,180.393,6.509389878,2.08395902,27.0823
SIRUGUPPA,Krishna Basin,3,01-12-1988 00:00,16.812,7.79,25.00020697,318.7175784,130.087,6.703163539,1.280909621,21.1337
SHIMOGA,Krishna Basin,3,01-12-1989 00:00,8,8.23,24.5,66.92896061,40.7563,7.131524468,0.175881049,4.9815
HONNALI,Krishna Basin,3,01-12-1989 00:00,22,8.1,18.5,-32.22116382,75.7562,5.867201359,0.945866193,4.9815
HAVERI,Krishna Basin,3,01-12-1989 00:00,32,8.22,22.5,148.6954648,104.806,6.211333908,1.570722472,5.9535
DEVADURGA,Krishna Basin,3,01-12-1989 00:00,45.036,8.1,24.99398099,468.0633002,200.252,6.115984834,2.886508173,21.0389
HARIHAR,Krishna Basin,3,01-12-1989 00:00,38,8.18,24,282.9162669,140.562,6.227752052,2.104919428,10.935
YADGIR,Krishna Basin,3,01-12-1989 00:00,43.036,8,24.87184601,724.8289645,291.268,6.064565669,3.628818216,44.0826
SIRUGUPPA,Krishna Basin,3,01-12-1989 00:00,60.848,7.72,24.97430628,587.0306637,252.236,5.477449355,3.8990284,24.0278
SHIMOGA,Krishna Basin,3,01-12-1990 00:00,4.8,7.45,26.5,72.06051824,20.1,7.067389909,-0.110169801,1.944
HONNALI,Krishna Basin,3,01-12-1990 00:00,15.8,8.24,20.5,14.08366586,67.85,6.380021011,0.669560586,6.804
HAVERI,Krishna Basin,3,01-12-1990 00:00,20.6,7.87,24,179.8653275,93.5188,6.523396702,1.081458955,10.0845
DEVADURGA,Krishna Basin,3,01-12-1990 00:00,47.036,8.27,25.04673688,362.623213,163.568,6.177211958,2.628826565,11.0346
HARIHAR,Krishna Basin,3,01-12-1990 00:00,28.6,7.55,24,297.0083169,139.844,6.1265608,1.772343984,16.4025
YADGIR,Krishna Basin,3,01-12-1990 00:00,43.036,8.33,24.96752658,516.1464577,216.343,6.284407277,2.960636255,26.1006
SIRUGUPPA,Krishna Basin,3,01-12-1990 00:00,59.848,8.4,24.98165688,566.1950279,244.167,5.879241215,3.792392035,22.6913
SHIMOGA,Krishna Basin,3,01-12-1991 00:00,6.4,7.09,24,8.11017655,24.1,6.486178083,-0.030678572,1.944
HONNALI,Krishna Basin,3,01-12-1991 00:00,89.8,7.85,20,968.7601298,455.856,4.059971239,6.69663776,55.5255
HAVERI,Krishna Basin,3,01-12-1991 00:00,20.2,7.7,23,105.8186176,77.3313,6.309250352,0.918466488,6.4395
fd,Krishna Basin,3,01-12-1991 00:00,6.4,7.61,25.5,51.61573077,24.1,6.975626195,-0.023625009,1.944
HARIHAR,Krishna Basin,3,01-12-1991 00:00,27.6,7.82,19.5,194.0524859,148.988,5.68244528,1.798235425,19.197
SHIMOGA,Krishna Basin,3,01-12-1992 00:00,27.4,8.15,23.8,117.4646202,77.6125,6.478332921,1.174574563,2.187
HONNALI,Krishna Basin,3,01-12-1992 00:00,29,8.1,23,138.5731068,94.2688,6.29497765,1.374959623,5.2245
HAVERI,Krishna Basin,3,01-12-1992 00:00,5,7,23.7,4.795066708,25.1562,6.431845562,-0.071244891,3.0375
DEVADURGA,Krishna Basin,3,01-12-1992 00:00,38.032,8.48,25,358.3594379,145.624,7.05,1.827428832,12.1306
fd,Krishna Basin,3,01-12-1992 00:00,38,7,26,240.7968652,105.125,5.866639697,1.798027709,2.43
HARIHAR,Krishna Basin,3,01-12-1992 00:00,40.4,7.8,24,237.1086224,125.806,5.962413924,2.056524333,5.9535
SEDAM,Krishna Basin,3,01-12-1992 00:00,32.024,8.39,18.5,234.3046357,176.187,5.734553404,2.189774141,23.0704
YADGIR,Krishna Basin,3,01-12-1992 00:00,30.024,8.57,23,365.2084971,149.924,7.67,1.172761429,17.9674
SIRUGUPPA,Krishna Basin,3,01-12-1992 00:00,55.844,8.32,24,579.6703913,256.442,5.805744601,3.757969241,28.0398
SHIMOGA,Krishna Basin,3,01-12-1993 00:00,9.4,7.4,23,16.60502966,39.1937,6.436729116,0.203431444,3.7665
HONNALI,Krishna Basin,3,01-12-1993 00:00,23.6,8.1,22,53.52481978,71.15,6.305446797,0.97664675,2.916
HAVERI,Krishna Basin,3,01-12-1993 00:00,39.2,7.7,23.2,271.8489064,145.587,5.823175445,2.187611592,11.421
fd,Krishna Basin,3,01-12-1993 00:00,26.6,7.9,24,160.4607588,90.2937,6.38555265,1.260869286,5.7105
HARIHAR,Krishna Basin,3,01-12-1993 00:00,39.2,7.7,22.5,172.8879593,117.744,5.736376998,1.935968248,4.7385
SEDAM,Krishna Basin,3,01-12-1993 00:00,35.028,8.43,16,82.01382157,149.768,5.345518199,2.046600212,14.9275
YADGIR,Krishna Basin,3,01-12-1993 00:00,26.02,8.54,19,265.899241,172.324,6.4,1.625053893,25.7458
SIRUGUPPA,Krishna Basin,3,01-12-1993 00:00,26.02,8.51,23,481.169504,212.824,6.63,2.242706713,35.4659
SHIMOGA,Krishna Basin,3,01-12-1994 00:00,12.6,8,23.5,105.4277311,67.4437,6.741533977,0.568899548,8.6265
HONNALI,Krishna Basin,3,01-12-1994 00:00,15.8,6,19,-7.940682361,75.4583,4.947089136,0.730243604,8.63
HAVERI,Krishna Basin,3,01-12-1994 00:00,23.6,8,25,184.8337581,86.8333,6.655631976,1.130584177,6.68
DEVADURGA,Krishna Basin,3,01-12-1994 00:00,37.028,8.48,28,621.5054974,212.48,7.2,2.610656709,28.7785
fd,Krishna Basin,3,01-12-1994 00:00,19.08,7,24.5,292.1186479,127.2,6.144347683,1.331484494,19.08
HARIHAR,Krishna Basin,3,01-12-1994 00:00,31.4,8.1,25,360.9664319,153.917,6.487175858,1.999782644,18.1
SEDAM,Krishna Basin,3,01-12-1994 00:00,37.028,8.3,17,256.1452702,202.355,5.342558848,2.589812777,26.3485
HIRIYUR,Krishna Basin,3,01-12-1994 00:00,48.8,8.28,23,520.4230032,241.458,5.834292283,3.375201367,28.67
YADGIR,Krishna Basin,3,01-12-1994 00:00,43.036,8.46,26.5,546.4129373,212.293,6.52,2.96299438,25.1286
HAVERI,Krishna Basin,3,01-12-1994 00:00,47.2,8.1,24.5,498.2079126,217.225,5.989850569,3.110491811,23.814
SIRUGUPPA,Krishna Basin,3,01-12-1994 00:00,31.024,8.37,23,665.1888122,260.255,7.34,2.287690378,43.8469
SHIMOGA,Krishna Basin,3,01-12-1995 00:00,23.6,7.8,29.3,286.6836173,78.7438,7.136266467,1.078493906,4.7385
HONNALI,Krishna Basin,3,01-12-1995 00:00,12.6,7.8,22.5,69.27419342,64.9125,6.496284998,0.541628865,8.019
HAVERI,Krishna Basin,3,01-12-1995 00:00,12.6,7.66,27,184.0462185,59.3438,7.036272276,0.512966997,6.6825
DEVADURGA,Krishna Basin,3,01-12-1995 00:00,51.84,8.35,25,748.0379922,275.805,7.31,3.027776924,35.0892
HARIHAR,Krishna Basin,3,01-12-1995 00:00,23.6,7.94,24.5,170.3621728,86.8438,6.554487467,1.128341046,6.6825
SEDAM,Krishna Basin,3,01-12-1995 00:00,51.84,8.32,23,569.3333888,260.617,5.771417793,3.651614252,31.4442
HIRIYUR,Krishna Basin,3,01-12-1995 00:00,25.2,8.25,21.5,147.6934092,110.588,6.265270958,1.381736543,11.421
YADGIR,Krishna Basin,3,01-12-1995 00:00,46.036,8.34,25.5,579.1286887,215.236,7.18,2.515575828,24.0351
HAVERI,Krishna Basin,3,01-12-1995 00:00,18.8,7.95,25.5,219.4638059,91.0437,6.819477333,1.003930565,10.5705
SIRUGUPPA,Krishna Basin,3,01-12-1995 00:00,109.888,8.33,25.71524174,1842.125569,666.841,6.89,7.819019036,94.109
SHIMOGA,Krishna Basin,3,01-12-1996 00:00,11,8.28,24,54.16784561,43.1937,7.012153083,0.299383204,3.7665
HONNALI,Krishna Basin,3,01-12-1996 00:00,23.6,7.72,22.5,158.1241692,103.044,6.155721469,1.263526411,10.5705
HAVERI,Krishna Basin,3,01-12-1996 00:00,12.6,8.2,24.5,268.9770957,59.3438,9.49,-0.978258937,6.6825
HARIHAR,Krishna Basin,3,01-12-1996 00:00,34.6,8.28,27,425.3945862,158.134,6.774756624,2.15777299,17.1922
HIRIYUR,Krishna Basin,3,01-12-1996 00:00,59.8,8.23,19.5,556.4425816,296.819,5.026479577,4.23448612,35.3565
HAVERI,Krishna Basin,3,01-12-1996 00:00,73.8,8.1,25.5,906.8491089,367.763,5.390255874,5.381269465,43.983
SHIMOGA,Krishna Basin,3,01-12-1997 00:00,11.4,7.36,27.5,179.1685706,41.6625,7.2,0.89,3.159
HONNALI,Krishna Basin,3,01-12-1997 00:00,39.4,6.37,23,328.6061267,167.856,5.055916182,2.392205726,16.6455
HAVERI,Krishna Basin,3,01-12-1997 00:00,17.2,6.72,28,368.3360713,72.3625,8.49,-0.287194708,7.047
DEVADURGA,Krishna Basin,3,01-12-1997 00:00,29.964,8.67,25.5,339.1005629,135.751,7.28,1,14.6019
fd,Krishna Basin,3,01-12-1997 00:00,21.4,7.1,25,153.0705897,74.2562,6.224143326,0.941959237,4.9815
HARIHAR,Krishna Basin,3,01-12-1997 00:00,23.6,6.29,26,183.8177633,76.2125,5.860034007,1.040358297,4.131
SEDAM,Krishna Basin,3,01-12-1997 00:00,31.96,8.44,25,500.1580157,203.526,6.642956177,2.46182076,29.6703
HIRIYUR,Krishna Basin,3,01-12-1997 00:00,23.6,6.9,24,197.3292382,101.525,5.912494839,1.256901117,10.206
YADGIR,Krishna Basin,3,01-12-1997 00:00,33.96,8.48,26.5,458.1341118,148.789,7.3,4.1,15.3333
HAVERI,Krishna Basin,3,01-12-1997 00:00,37.8,6.2,26,255.4535569,110.194,5.432499709,1.836262273,3.7665
SIRUGUPPA,Krishna Basin,3,01-12-1997 00:00,35.956,8.44,20,353.405212,198.339,6.69,0.4,26.0277
SHIMOGA,Krishna Basin,3,01-12-1998 00:00,9,7.8,25.5,581.9794353,40.725,13.23,1.68,4.374
HONNALI,Krishna Basin,3,01-12-1998 00:00,15.6,8.1,21.25,29.04334433,65.325,6.411869931,0.643586343,6.318
HAVERI,Krishna Basin,3,01-12-1998 00:00,35.6,8.11,26.5,287.6998948,167.469,4.23,3.677039741,18.8325
DEVADURGA,Krishna Basin,3,01-12-1998 00:00,25.968,8.46,25.5,554.0711763,213.839,6.874010687,2.348316025,35.7404
fd,Krishna Basin,3,01-12-1998 00:00,11,8.13,26,135.0519416,51.2938,7.200763211,0.380993214,5.7105
SEDAM,Krishna Basin,3,01-12-1998 00:00,11.984,8.2,24,550.096054,219.338,6.886983252,1.905094288,45.4507
HIRIYUR,Krishna Basin,3,01-12-1998 00:00,22,8.26,23,174.0848661,102.588,6.561039039,1.206337623,11.421
YADGIR,Krishna Basin,3,01-12-1998 00:00,22.972,8.2,24,719.058705,285.82,6.581498343,2.879531428,54.8135
HAVERI,Krishna Basin,3,01-12-1998 00:00,28.2,7.76,26.5,328.7589454,125.175,6.598034575,1.639273806,13.122
SIRUGUPPA,Krishna Basin,3,01-12-1998 00:00,17.98,8.2,18,446.3479702,219.151,7.28,1.157126739,41.8082
SHIMOGA,Krishna Basin,3,01-12-1999 00:00,15.8,7.35,25.5,156.2223535,66.8375,6.576525309,0.683820772,6.561
HONNALI,Krishna Basin,3,01-12-1999 00:00,14,7.84,21.5,9.144144606,54.7438,6.348540484,0.494813298,4.7385
HAVERI,Krishna Basin,3,01-12-1999 00:00,16,7.55,25,134.2115602,64.3,6.613268415,0.665800552,5.832
HARIHAR,Krishna Basin,3,01-12-1999 00:00,29.4,7.96,21.5,181.5900472,125.137,5.993286893,1.65719158,12.393
SEDAM,Krishna Basin,3,01-12-1999 00:00,37.956,8.15,25.5,652.5787553,255.989,6.380762066,3.140289722,38.6637
HIRIYUR,Krishna Basin,3,01-12-1999 00:00,30.8,8.18,22.5,270.9953708,147.369,6.206988732,1.908860105,16.8885
YADGIR,Krishna Basin,3,01-12-1999 00:00,22.972,8.33,25.5,590.3937305,225.07,7.164121728,1.2,40.2335
HAVERI,Krishna Basin,3,01-12-1999 00:00,33.2,7.57,24,251.5255335,126.537,6.022680559,1.813186454,10.449
SIRUGUPPA,Krishna Basin,3,01-12-1999 00:00,35.956,8.31,18,411.8601648,211.501,7.5,0.2,29.1867
SHIMOGA,Krishna Basin,3,01-12-2000 00:00,4,7.2,26,191.4720789,29.7437,7.9,1.5,4.7385
HONNALI,Krishna Basin,3,01-12-2000 00:00,10.8,7.73,22.5,38.1963596,52.8187,6.508410761,0.371262197,6.1965
HAVERI,Krishna Basin,3,01-12-2000 00:00,15.6,7.66,25.3,162.2266889,70.8938,6.722699105,0.712165682,7.6545
HARIHAR,Krishna Basin,3,01-12-2000 00:00,28.2,7.08,22,223.9921133,134.288,5.608272181,1.699522574,15.309
SEDAM,Krishna Basin,3,01-12-2000 00:00,13.984,8.21,27,656.3745613,227.376,7.248018932,2.060256951,46.1797
YADGIR,Krishna Basin,3,01-12-2000 00:00,37.956,8.32,27,544.773901,235.739,5.4,3,33.8037
HAVERI,Krishna Basin,3,01-12-2000 00:00,30,8.01,23.5,291.4271167,143.85,6.27242454,1.854349562,16.524
BADAMI,Krishna Basin,3,01-12-2000 00:00,34.96,8.08,23,1163.274827,460.608,6.01346009,4.850278965,89.5698
BADAMI,Krishna Basin,3,01-12-2000 00:00,18.36,8.22,23,392.7131041,176.614,7,0.4,31.3713
SIRUGUPPA,Krishna Basin,3,01-12-2000 00:00,17.98,8.2,27,752.1400134,263.701,7.127595756,2.522977934,52.5002
SHIMOGA,Krishna Basin,3,01-12-2001 00:00,3.2,7.7,27,63.71067696,10.025,7.1,0.7,0.486
HONNALI,Krishna Basin,3,01-12-2001 00:00,6.6,7.7,19.7,-104.0792956,28.65,6.225815615,-0.00318922,2.916
HAVERI,Krishna Basin,3,01-12-2001 00:00,17.8,7.8,24,322.6355441,52.6,10.6,-1.770145708,1.944
HARIHAR,Krishna Basin,3,01-12-2002 00:00,31.4,8,24,320.564299,149.881,6.297119132,1.959056748,17.1315
BHADRAVATI,Krishna Basin,3,01-12-2003 00:00,30.34,7.82,30,354.4435431,161.808,4.2,3.815719928,20.63
SEDAM,Krishna Basin,3,01-12-2003 00:00,36,8.3,26,430.3383587,171,6.608754828,2.316479267,19.44
YADGIR,Krishna Basin,3,01-12-2003 00:00,26,8.6,26,341.0164645,125.75,7.3,1.7,14.58
SIRUGUPPA,Krishna Basin,3,01-12-2003 00:00,60,8.4,26,520.9393837,241.125,5.6,1.9,21.87
DEVADURGA,Krishna Basin,3,01-12-2005 00:00,39,7.96,28,506.8074992,176.667,7.08,1,19
HARIHAR,Krishna Basin,3,01-12-2005 00:00,23.59,8.22,22.5,200.7974824,118.142,6.424752163,1.397930955,14.2
BHADRAVATI,Krishna Basin,3,01-12-2005 00:00,17.3,7.56,25.5,153.1412632,82.625,5.92,1.32,9.45
SEDAM,Krishna Basin,3,01-12-2005 00:00,47,7.86,22,403.28119,209.167,5.524707605,3.01997436,22
YADGIR,Krishna Basin,3,01-12-2005 00:00,44,7.97,28,539.08513,172.5,6.36,6.36,15
BADAMI,Krishna Basin,3,01-12-2005 00:00,10.69,8.15,22,22.67563123,55.8083,6.2,1.8,6.98
SIRUGUPPA,Krishna Basin,3,01-12-2005 00:00,62,7.95,24,494.691012,230,6.26,0.59,18
MUDHOL,Krishna Basin,3,01-12-2005 00:00,62.48,8.25,23.5,733.9720731,272.492,8.2,0.8,27.91
SHIMOGA,Krishna Basin,3,01-12-2006 00:00,28.2,7.76,27.5,490.405684,134.288,8.42,0.71,15.309
HAVERI,Krishna Basin,3,01-12-2006 00:00,28.2,7.52,25,322.4402455,138.338,6.257602873,1.749714084,16.281
BHADRAVATI,Krishna Basin,3,01-12-2006 00:00,7.8,7.38,27,137.7946432,35.1938,6.77,1.78,3.7665
SEDAM,Krishna Basin,3,01-12-2006 00:00,38,7.79,25,455.2159874,186.667,6.77,0.71,22
BADAMI,Krishna Basin,3,01-12-2006 00:00,28.5,8.18,22.5,188.641933,102.5,7,0.8,7.5
SHIMOGA,Krishna Basin,3,01-12-2007 00:00,9.2,7.4,25,208.1686946,38.1875,8.42,0.71,3.645
HARIHAR,Krishna Basin,3,01-12-2008 00:00,36.8,8.16,24.5,391.1132017,173,6.30587768,2.355059819,19.44
BHADRAVATI,Krishna Basin,3,01-12-2008 00:00,17.6,7.58,23.5,32.87559099,68.3,5.4,1.1,5.832
HAVERI,Krishna Basin,3,01-12-2008 00:00,33.6,7.89,25,308.4111311,136.65,6.32082475,1.92202416,12.636
HARIHAR,Krishna Basin,3,01-12-2009 00:00,40,7.81,25,388.3970634,168.85,6.101194934,2.431374755,16.524
HARIHAR,Krishna Basin,3,01-12-2009 00:00,40,7.81,25,388.3970634,168.85,6.101194934,2.431374755,16.524
HARIHAR,Krishna Basin,3,01-12-2009 00:00,40,7.81,25,388.3970634,168.85,6.101194934,2.431374755,16.524
BHADRAVATI,Krishna Basin,3,01-12-2009 00:00,20.8,7.75,23.5,121.8495018,84.4,5.96,1.79,7.776
HIRIYUR,Krishna Basin,3,01-12-2009 00:00,44.8,8.08,23.5,484.9775822,221.35,5.903084851,3.059344718,26.244
HIRIYUR,Krishna Basin,3,01-12-2009 00:00,44.8,8.08,23.5,484.9775822,221.35,5.903084851,3.059344718,26.244
HIRIYUR,Krishna Basin,3,01-12-2009 00:00,44.8,8.08,23.5,484.9775822,221.35,5.903084851,3.059344718,26.244
fd,Krishna Basin,3,01-12-2010 00:00,22,7.82,25,223.5027734,99.55,6.594518632,1.18851326,10.692
HARIHAR,Krishna Basin,3,01-12-2010 00:00,34,7.99,29,449.4381365,145.75,6.90880081,2.035796484,14.58
BHADRAVATI,Krishna Basin,3,01-12-2010 00:00,12,7.6,25,80.88965751,54.3,6.37,0.2,5.832
HIRIYUR,Krishna Basin,3,01-12-2010 00:00,36,8.16,23.5,426.4833364,195.3,6.182874725,2.521589382,25.272
HAVERI,Krishna Basin,3,01-12-2010 00:00,34,7.87,25,310.5497721,137.65,6.299212408,1.944823757,12.636
HARIHAR,Krishna Basin,3,01-12-2014 00:00,41.6,7.69,25,408.3928048,176.9,5.99157423,2.558704088,17.496
BHADRAVATI,Krishna Basin,3,01-12-2014 00:00,25.6,7.57,22.5,230.3289772,100.45,7.09,1.57,8.748
HARIHAR,Krishna Basin,3,01-12-2015 00:00,35.2,7.74,25,431.3799173,181.15,6.183215775,2.37455945,22.356
BHADRAVATI,Krishna Basin,3,01-12-2015 00:00,19.2,7.77,22,171.9768164,88.5,7.13,0.79,9.72
CHITRADURGA,Krishna Basin,3,01-12-2015 00:00,25.6,8.1,17,33.62785039,116.65,5.556107292,1.428628016,12.636
HIRIYUR,Krishna Basin,3,01-12-2015 00:00,35.2,8.24,27.5,538.2108772,193.3,6.794489279,2.494687718,25.272
SHIMOGA,Krishna Basin,3,01-12-2016 00:00,23.85154181,8.542127842,22,195.7435373,123.1873187,6.527615963,1.548930538,14.84573989
