,station_name,district_name,block_name,basin_name,sub_basin_name,basin_id,date_collection,PH.1,TEMPERATURE,TOTAL DISSOLVED SOLIDS(mg/L),TOTAL HARDNESS(mg/L),DISSOLVED OXYGEN(mg/L),BIOCHEMICAL OXYGEN DEMAND(mg/L)
1750,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,01-02-2014 00:00,7.44,24,102.8358004,75.7417,6.693101393,0.919335204
3143,Malkhed,Gulbarga,SEDAM,Krishna Basin,Bhima Lower,3,01-02-2014 00:00,7.73,22.5,275.4005974,182.012,6.484575644,2.840388347
2804,HOLEHONNUR,Shimoga,BHADRAVATI,Krishna Basin,Tungabhadra Upper,3,01-02-2016 00:00,7.34,27.5,224.5454192,52.25,5.49,0.79
2982,HOLEHONNUR,Shimoga,BHADRAVATI,Krishna Basin,Tungabhadra Upper,3,01-02-2017 00:00,7.22,24.5,55.4994102,40.15,6.42,0.78
3019,HOLEHONNUR,Shimoga,BHADRAVATI,Krishna Basin,Tungabhadra Upper,3,01-02-2018 00:00,8.01,24.5,156.1212445,92.5,6.900806341,1.18392073
2839,HOLEHONNUR,Shimoga,BHADRAVATI,Krishna Basin,Tungabhadra Upper,3,01-02-2019 00:00,8.1,25,513.2949794,177.4,4.42,0.8
3713,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,01-03-1972 00:00,7.65,22.5,430,250,6.12323922,3.1
591,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,01-03-1973 00:00,7.14,25,113,76.667,6.440843622,2
974,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,01-03-1973 00:00,7.5,25.18190126,200,101.417,6.414436867,1.307002313
2122,Marol,Dharwad,fd,Krishna Basin,Tungabhadra Upper,3,01-03-1973 00:00,7.29,23,349.2572926,174.925,5.496,0.76
3814,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,01-03-1973 00:00,8.2,25.5,392.2559808,172.393,6.4,0.4
108,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,01-03-1974 00:00,7.91,22.5,207.7382722,150.144,6.78212444,2.287752859
1203,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,01-03-1974 00:00,7.53,26.5,281.8306186,118.375,6.169253397,1.52842066
4030,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,01-03-1974 00:00,8.3,25,465.574287,223.299,6.6,0.8
122,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,01-03-1975 00:00,8,23,164.1539533,214.9,9.7,1.6
1495,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,01-03-1975 00:00,7.32,25,161.4544184,86.6833,6.416689243,1.056977178
4006,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,01-03-1975 00:00,8.671003469,21,114.5067649,130.860136,7.582175281,2.031763113
132,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,01-03-1976 00:00,8,21.5,-87.7389996,27.65,7.67069588,0.215614532
1351,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,01-03-1976 00:00,7.6,26.5,205.5052882,52.3,5.49,1.151481733
1696,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,01-03-1976 00:00,8.2,25,45.6636366,64.3063,8.04,1.08
2373,Marol,Dharwad,fd,Krishna Basin,Tungabhadra Upper,3,01-03-1976 00:00,7.77,22,-71.65342761,43.4417,7.84,0.6
3673,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,01-03-1976 00:00,6.8,27.41514981,210,50.8333,5.461217229,0.423545118
460,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,01-03-1977 00:00,8,26.5,382.0039482,165.55,6.207865261,2.346525863
3790,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,01-03-1977 00:00,8.699457617,20,84.31676905,133.2264439,7.721655113,2.125112874
547,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,01-03-1978 00:00,7.5,25,710.0660426,333.75,4.28,7.9
992,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,01-03-1978 00:00,7.35,26.5,381.0790201,165.119,5.787467995,2.339029553
1687,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,01-03-1978 00:00,8,26.5,2.731571123,98.375,10.67,-1.694991282
4000,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,01-03-1978 00:00,7.1,25.19968199,241.0832462,120.9818122,6.055436724,1.640481965
477,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,01-03-1979 00:00,8.26,24.5,95.35082816,141.387,9.35,1.38
1001,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,01-03-1979 00:00,7.59,25,527.2053314,258.938,5.616922795,4.044155731
1565,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,01-03-1979 00:00,6.99,23.5,108,56.3312,5.776703125,0.794465099
2145,Marol,Dharwad,fd,Krishna Basin,Tungabhadra Upper,3,01-03-1979 00:00,7.65,24,98,71.667,6.775458594,1
4057,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,01-03-1979 00:00,8.3,26.79840931,582,238.3503312,5.512177246,3.697973978
136,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,01-03-1980 00:00,8.02,24,310.479672,173.531,6.516662683,2.615176288
1122,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,01-03-1980 00:00,7.85,30,710.9429392,225.3,3.99,4.064049167
1704,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,01-03-1980 00:00,8.2,25.9,227.0009758,106.111,7.02,0.59
5672,T. Ramapuram,Bellary,SIRUGUPPA,Krishna Basin,Tungabhadra Lower,3,01-03-1980 00:00,6.8,25.5,240,113.9835669,5.823451791,1.504875326
1575,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,01-03-1981 00:00,7.87,25.5,808,389.419,1.77,17.5
3944,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,01-03-1981 00:00,8.61,21,170.5324734,127.413,6.5,2.5
516,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,01-03-1982 00:00,7.66,24,-1.534590538,55.325,7.8,0.8
1013,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,01-03-1982 00:00,8.3,30,320.4841821,48.65,5.53,0.849646688
3697,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,01-03-1982 00:00,7.8,23.06223466,64,91.0833,7.44597627,1.124799746
5696,T. Ramapuram,Bellary,SIRUGUPPA,Krishna Basin,Tungabhadra Lower,3,01-03-1982 00:00,7.4,25.57514781,59,26.6667,6.67232925,-0.000459335
160,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,01-03-1983 00:00,8.09,24,253.0663809,108.6,6.01,0.1
1267,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,01-03-1983 00:00,8.13,23.5,-98.02199203,53.825,9.1,1.8
3959,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,01-03-1983 00:00,8,25,349.0499842,137.577,5.7,0.4
4467,Cholachagudda,Bagalkot,BADAMI,Krishna Basin,Krishna Upper,3,01-03-1983 00:00,7.1,26.5,280.8951072,117.8882202,5.89143153,1.519381617
5720,T. Ramapuram,Bellary,SIRUGUPPA,Krishna Basin,Tungabhadra Lower,3,01-03-1983 00:00,7.6,28.45277101,582,196.751,4.693782728,2.977037048
537,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,01-03-1984 00:00,8.26,22.5,85.62713551,92.6312,7.335477439,1.290401691
1092,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,01-03-1984 00:00,7.4,26.6,119.5915418,40.3,6.513152904,0.169262196
2214,Marol,Dharwad,fd,Krishna Basin,Tungabhadra Upper,3,01-03-1984 00:00,7.13,21.5,-63.5465858,39.05,7.040190232,0.413279029
3636,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,01-03-1984 00:00,7.3,21.15054848,120,164.167,7.361149894,2.402061167
4480,Cholachagudda,Bagalkot,BADAMI,Krishna Basin,Krishna Upper,3,01-03-1984 00:00,7.5,26.12738566,439,188.5013931,5.5351333,2.82582879
5645,T. Ramapuram,Bellary,SIRUGUPPA,Krishna Basin,Tungabhadra Lower,3,01-03-1984 00:00,7.94,24.75,632,317.5,6.328373241,2.02
175,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,01-03-1985 00:00,7.55,22,93.44173903,104.65,6.873746967,1.524851909
1369,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,01-03-1985 00:00,7.75,26,249,86,5.2,1.4
1729,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,01-03-1985 00:00,8.18,24.5,114.8257958,73.05,7.121531967,0.846632694
4079,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,01-03-1985 00:00,7.6,26.63423016,547,226.1516193,5.189772631,3.484530901
4425,Cholachagudda,Bagalkot,BADAMI,Krishna Basin,Krishna Upper,3,01-03-1985 00:00,7.9,20.7,77.24907633,118.688,7.19924718,1.836033173
5629,T. Ramapuram,Bellary,SIRUGUPPA,Krishna Basin,Tungabhadra Lower,3,01-03-1985 00:00,7.87,24.5,377.8968763,196.95,6.218276632,2.995244439
439,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,01-03-1988 00:00,8.26,26,155.7137919,67.3063,7.001509665,0.668882618
843,Honnali,Davanagere,HONNALI,Krishna Basin,Tungabhadra Upper,3,01-03-1988 00:00,7.24,27,234.6500797,86.3938,5.73,2.57
1231,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,01-03-1988 00:00,8.2,20,-99.21498655,47.2438,7.894436352,0.633556797
2594,BYALADAHALLI,Davanagere,HARIHAR,Krishna Basin,Tungabhadra Upper,3,01-03-1988 00:00,8.1,27.5,245.0886182,84.4,6.596043917,0.887161081
4089,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,01-03-1988 00:00,8.5,27.22057661,418,151.563,6.009793088,2.185692316
5581,T. Ramapuram,Bellary,SIRUGUPPA,Krishna Basin,Tungabhadra Lower,3,01-03-1988 00:00,8.22,28,336.6623235,119.194,6.408886302,1.464498926
80,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,01-03-1989 00:00,7.3,22,193.7654623,212.083,8.29,1.87
706,Honnali,Davanagere,HONNALI,Krishna Basin,Tungabhadra Upper,3,01-03-1989 00:00,8.26,24.84776292,693.7376452,339.825,5.613459604,5.455303707
1219,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,01-03-1989 00:00,7.29,24,99.87855718,74.35,6.603404049,0.895195824
2719,BYALADAHALLI,Davanagere,HARIHAR,Krishna Basin,Tungabhadra Upper,3,01-03-1989 00:00,7.51,23,188.0691792,132.55,6.553348026,1.956582123
4099,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,01-03-1989 00:00,8,23.37094211,336,208.901,6.728921915,3.18618311
5572,T. Ramapuram,Bellary,SIRUGUPPA,Krishna Basin,Tungabhadra Lower,3,01-03-1989 00:00,7.6,23,147.6749243,113.525,6.719625473,1.626661543
46,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,01-03-1990 00:00,7.61,24,73.03691053,61.7062,6.883166955,0.675943176
624,Honnali,Davanagere,HONNALI,Krishna Basin,Tungabhadra Upper,3,01-03-1990 00:00,8,27.68685637,230,53.3333,6.127301827,0.467504817
913,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,01-03-1990 00:00,7.54,26,191.9978465,84.4,6.436340923,0.96528999
1588,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,01-03-1990 00:00,7.4,25.5,66,61.667,6.830298458,2.59
2669,BYALADAHALLI,Davanagere,HARIHAR,Krishna Basin,Tungabhadra Upper,3,01-03-1990 00:00,7.41,17,-92.31315194,100.5,7.488134153,1.713372703
3857,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,01-03-1990 00:00,7.83,25.0930528,377.3707987,186.899,6.170307716,2.789781984
5765,T. Ramapuram,Bellary,SIRUGUPPA,Krishna Basin,Tungabhadra Lower,3,01-03-1990 00:00,8,24.3,102.9546584,70.7937,7.044493309,0.817918487
390,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,01-03-1991 00:00,7.17,21.5,56,32.15,7.64,0.36
800,Honnali,Davanagere,HONNALI,Krishna Basin,Tungabhadra Upper,3,01-03-1991 00:00,7.16,25.5,237.9181778,114.363,6.087671422,1.510932276
964,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,01-03-1991 00:00,7.5,24.72059662,118,75,6.747176203,0.84453757
1800,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,01-03-1991 00:00,7.4,25,105.1850093,108.55,7.52,3.16
2700,BYALADAHALLI,Davanagere,HARIHAR,Krishna Basin,Tungabhadra Upper,3,01-03-1991 00:00,7.6,26,174.9290382,115.787,7.8,0.2
3610,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,01-03-1991 00:00,7.6,25.29753554,64,35.8333,6.846369632,0.159725797
5747,T. Ramapuram,Bellary,SIRUGUPPA,Krishna Basin,Tungabhadra Lower,3,01-03-1991 00:00,6.9,27,133.5800545,40.225,6.133760902,0.147105137
54,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,01-03-1992 00:00,8.1,26.5,328.008042,140.119,6.416922421,1.905515434
631,Honnali,Davanagere,HONNALI,Krishna Basin,Tungabhadra Upper,3,01-03-1992 00:00,8.5,25.26882413,254,124.167,6.891428963,1.705095537
1308,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,01-03-1992 00:00,7.57,25,149.466836,56.3,5.84,1.179173873
65,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,01-03-1993 00:00,7.47,21,40.81366714,113.481,7.5,1.349021343
643,Honnali,Davanagere,HONNALI,Krishna Basin,Tungabhadra Upper,3,01-03-1993 00:00,8,28.5,623.5864158,245.994,5.479560229,3.637355009
1375,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,01-03-1993 00:00,8.45,24.37674745,66,58.46333074,7.570657827,0.550817973
1644,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,01-03-1993 00:00,7.2,22.4270542,80,114.167,7.143029392,1.528190566
2565,BYALADAHALLI,Davanagere,HARIHAR,Krishna Basin,Tungabhadra Upper,3,01-03-1993 00:00,8.34,24.77816356,783.5045631,383.217,5.428128059,6.211630927
3133,Malkhed,Gulbarga,SEDAM,Krishna Basin,Bhima Lower,3,01-03-1993 00:00,6.93,23,-50.70362413,20.1,6.812804188,0.006501275
3884,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,01-03-1993 00:00,8.6,18.5,109.5954017,102.71,5.9,1.6
5499,T. Ramapuram,Bellary,SIRUGUPPA,Krishna Basin,Tungabhadra Lower,3,01-03-1993 00:00,7,23.5,-27.74014784,22.5812,6.776094543,0.02348228
373,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,01-03-1994 00:00,7.46,23,223.4210025,128.7,5.78,2.442058923
655,Honnali,Davanagere,HONNALI,Krishna Basin,Tungabhadra Upper,3,01-03-1994 00:00,7.4,26.5,80.08972224,55.2,7.61,-0.391940381
1300,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,01-03-1994 00:00,8.05,27,338.6620273,104.65,5.57,0.97
1659,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,01-03-1994 00:00,8.23,24.5,37.32642892,36.55,7.360742286,0.213666571
2553,BYALADAHALLI,Davanagere,HARIHAR,Krishna Basin,Tungabhadra Upper,3,01-03-1994 00:00,8.1,27.6,375.8382397,148.9,6.59,0.9
3070,Malkhed,Gulbarga,SEDAM,Krishna Basin,Bhima Lower,3,01-03-1994 00:00,7.64,23,51.75585782,68.35,7.001453514,0.843256837
3569,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,01-03-1994 00:00,8.5,25.20272912,242,119.8197204,6.934355615,1.624262715
5466,T. Ramapuram,Bellary,SIRUGUPPA,Krishna Basin,Tungabhadra Lower,3,01-03-1994 00:00,8.01,20.5,-122.1715931,28.1,7.81104496,0.27551721
71,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,01-03-1995 00:00,7.9,25,143.0625771,125.188,8.3,0.514143418
814,Honnali,Davanagere,HONNALI,Krishna Basin,Tungabhadra Upper,3,01-03-1995 00:00,7,28,378.3532364,105.731,4.5,2.044416512
1288,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,01-03-1995 00:00,7.36,24,36.07471823,44.3,6.819101093,0.374083599
1874,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,01-03-1995 00:00,7.29,26,306.929944,138.531,5.967189627,1.903998787
2541,BYALADAHALLI,Davanagere,HARIHAR,Krishna Basin,Tungabhadra Upper,3,01-03-1995 00:00,7.82,21,-13.05504319,71.1583,7.375428925,0.996160574
3044,Malkhed,Gulbarga,SEDAM,Krishna Basin,Bhima Lower,3,01-03-1995 00:00,6.99,23,-18.65419144,35.1938,6.766365456,0.268253717
3464,KELLODU,Chitradurga,HIRIYUR,Krishna Basin,Tungabhadra Lower,3,01-03-1995 00:00,7.8,26.39263435,204,73.3333,6.343803635,0.816516715
4157,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,01-03-1995 00:00,8.2,21.5,146.2103334,137.831,7.176890616,2.126334413
5439,T. Ramapuram,Bellary,SIRUGUPPA,Krishna Basin,Tungabhadra Lower,3,01-03-1995 00:00,8,23.05321491,16,69.1667,7.716041338,0.741379129
826,Honnali,Davanagere,HONNALI,Krishna Basin,Tungabhadra Upper,3,01-03-1996 00:00,8.3,27,351.3655841,126.083,6.13,1.18
929,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,01-03-1996 00:00,7.63,26,260.1568417,116.5,6.313118741,1.5219579
1505,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,01-03-1996 00:00,7.96,25,157.3926977,61.0917,6.19,0.81
2682,BYALADAHALLI,Davanagere,HARIHAR,Krishna Basin,Tungabhadra Upper,3,01-03-1996 00:00,7.75,24.36091425,171,108.333,6.832924683,1.42744952
3218,Malkhed,Gulbarga,SEDAM,Krishna Basin,Bhima Lower,3,01-03-1996 00:00,7.5,26,256,156.5,6.401579197,5.3
3550,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,01-03-1996 00:00,8.2,23.6470537,252,163.333,7.042642457,2.389183948
5414,T. Ramapuram,Bellary,SIRUGUPPA,Krishna Basin,Tungabhadra Lower,3,01-03-1996 00:00,9.5,26.5,317,131.2825466,7.283696072,1.769324277
674,Honnali,Davanagere,HONNALI,Krishna Basin,Tungabhadra Upper,3,01-03-1997 00:00,7.7,30,295.3168089,217.225,10.38,1.18
1390,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,01-03-1997 00:00,8.3,26.68172304,140,36.6667,6.792443653,0.175262388
2618,BYALADAHALLI,Davanagere,HARIHAR,Krishna Basin,Tungabhadra Upper,3,01-03-1997 00:00,7.47,25,112.3520376,41.7937,5.8,1.68
409,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,01-03-1998 00:00,7.4,25.41548006,92,45.8333,6.610950509,0.334744205
686,Honnali,Davanagere,HONNALI,Krishna Basin,Tungabhadra Upper,3,01-03-1998 00:00,7.22,26.5,74.29669701,112.594,9,0.9
1401,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,01-03-1998 00:00,7.9,24.22708431,50,55.8333,7.306639076,0.508905278
2528,BYALADAHALLI,Davanagere,HARIHAR,Krishna Basin,Tungabhadra Upper,3,01-03-1998 00:00,7.7,31,860.7239733,180.9,1.4,0.82
444,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,01-03-1999 00:00,7.08,23.8,37.27369087,48.2,6.642149892,0.452125987
828,Honnali,Davanagere,HONNALI,Krishna Basin,Tungabhadra Upper,3,01-03-1999 00:00,7.6,27,446.770195,300.25,9.34,1.29
1274,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,01-03-1999 00:00,8.2,25,153.8062013,83.075,7.00957893,0.994433443
2522,BYALADAHALLI,Davanagere,HARIHAR,Krishna Basin,Tungabhadra Upper,3,01-03-1999 00:00,7.8,19,174.9211197,148.8,5.54,3.658452749
3307,Malkhed,Gulbarga,SEDAM,Krishna Basin,Bhima Lower,3,01-03-1999 00:00,8.35,26.31970639,480,202.7911892,5.932324887,3.075860976
3936,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,01-03-1999 00:00,7.9,24.5,367.415639,154.89,5.6,0.8
5290,T. Ramapuram,Bellary,SIRUGUPPA,Krishna Basin,Tungabhadra Lower,3,01-03-1999 00:00,8.41,24,291.6894709,175.301,7.3,1.6
159,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,01-03-2000 00:00,7.65,23.5,18.38497344,44.3,7.075947845,0.400142765
787,Honnali,Davanagere,HONNALI,Krishna Basin,Tungabhadra Upper,3,01-03-2000 00:00,8,26.49987425,170,55,6.549183129,0.495862729
1322,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,01-03-2000 00:00,7.04,29,269.6630777,44.2,4.97,0.761457398
2657,BYALADAHALLI,Davanagere,HARIHAR,Krishna Basin,Tungabhadra Upper,3,01-03-2000 00:00,7.76,25,325.3507995,120.65,5.21,1.35
3454,KELLODU,Chitradurga,HIRIYUR,Krishna Basin,Tungabhadra Lower,3,01-03-2000 00:00,7.8,25.93083896,60,18.3333,6.854970689,-0.1459953
278,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,01-03-2001 00:00,7.5,23.5,63.21163,90.1562,7.61,0.585850166
849,Honnali,Davanagere,HONNALI,Krishna Basin,Tungabhadra Upper,3,01-03-2001 00:00,7.82,27,325.3130996,166.387,7.3,1.6
1486,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,01-03-2001 00:00,8.1,22,-77.67833381,39.1937,7.8,1.7
1929,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,01-03-2001 00:00,8.15,26,555.4337603,255.562,5.863938697,3.933530946
3122,Malkhed,Gulbarga,SEDAM,Krishna Basin,Bhima Lower,3,01-03-2001 00:00,7.68,25,262.7762779,134.4,6.380676512,1.88447258
4394,Cholachagudda,Bagalkot,BADAMI,Krishna Basin,Krishna Upper,3,01-03-2001 00:00,7.58,25.5,213.8909731,103.044,6.424984512,1.314657157
5345,T. Ramapuram,Bellary,SIRUGUPPA,Krishna Basin,Tungabhadra Lower,3,01-03-2001 00:00,7.15,26,89.64934866,36.2,6.455574788,0.129412381
290,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,01-03-2002 00:00,7.9,22,119.0484292,128.958,7.41,1.58
860,Honnali,Davanagere,HONNALI,Krishna Basin,Tungabhadra Upper,3,01-03-2002 00:00,8.14,29,515.280407,152.15,5.2,0.8
1474,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,01-03-2002 00:00,8.25,25,229.3557698,118.656,6.840624501,1.611466048
298,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,01-03-2003 00:00,8.28,22.5,77.23956861,189.631,10.32,1.19
723,Honnali,Davanagere,HONNALI,Krishna Basin,Tungabhadra Upper,3,01-03-2003 00:00,7.82,26,229.2364811,145.838,7.7,1.8
728,Honnali,Davanagere,HONNALI,Krishna Basin,Tungabhadra Upper,3,01-03-2004 00:00,7.77,22,766.5889102,305.6,2.96,1.34
612,Honnali,Davanagere,HONNALI,Krishna Basin,Tungabhadra Upper,3,01-03-2005 00:00,7.5,25.88384523,90,33.3333,6.583385738,0.116381351
29,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,01-03-2006 00:00,8,28.66609506,330,75.25,5.634005983,0.851587995
611,Honnali,Davanagere,HONNALI,Krishna Basin,Tungabhadra Upper,3,01-03-2006 00:00,8.1,25.16804202,198,100.833,6.813438642,1.296796207
2955,HOLEHONNUR,Shimoga,BHADRAVATI,Krishna Basin,Tungabhadra Upper,3,01-03-2006 00:00,7.5,23.5,182,124.167,6.766376362,1
5738,T. Ramapuram,Bellary,SIRUGUPPA,Krishna Basin,Tungabhadra Lower,3,01-03-2006 00:00,8.31,25.26044552,161.4740017,82.5329,7.053485948,0.970692891
2781,HOLEHONNUR,Shimoga,BHADRAVATI,Krishna Basin,Tungabhadra Upper,3,01-03-2007 00:00,7.73,24,172.2894056,108.45,6.696538611,1.486558795
599,Honnali,Davanagere,HONNALI,Krishna Basin,Tungabhadra Upper,3,01-03-2010 00:00,7.69,23.31410241,142,120.833,7.097169007,1.64542372
896,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,01-03-2010 00:00,7.94,29,319.693408,94.5375,6.229968239,0.984808016
1073,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,01-03-2010 00:00,7.38,26,228.3398081,101.517,6.235331305,1.262120449
1435,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,01-03-2010 00:00,7.61,22,-12.66882283,54.675,7.195765809,0.658208279
2875,HOLEHONNUR,Shimoga,BHADRAVATI,Krishna Basin,Tungabhadra Upper,3,01-03-2010 00:00,7.61,24.5,606,369.167,4.241874652,17.5
736,Honnali,Davanagere,HONNALI,Krishna Basin,Tungabhadra Upper,3,01-03-2011 00:00,7.95,28,625.5004195,165.1,3.33,1.37
2885,HOLEHONNUR,Shimoga,BHADRAVATI,Krishna Basin,Tungabhadra Upper,3,01-03-2011 00:00,7.36,25,227.4885934,90.9625,5.4,2
749,Honnali,Davanagere,HONNALI,Krishna Basin,Tungabhadra Upper,3,01-03-2013 00:00,7.65,30,199,173.2,4.05,1.15
2892,HOLEHONNUR,Shimoga,BHADRAVATI,Krishna Basin,Tungabhadra Upper,3,01-03-2013 00:00,7.8,22,-77.47941766,24.15,7.492214952,0.128862879
1545,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,01-03-2014 00:00,7.7,25,263.9611631,100.5,5.43,1.65
333,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,01-03-2016 00:00,7.6,21,-72.328962,43.2438,7.390382792,0.512071448
764,Honnali,Davanagere,HONNALI,Krishna Basin,Tungabhadra Upper,3,01-03-2016 00:00,7.8,25.12020245,134,72.5,6.812394514,0.801080622
